## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/Progeny/RNAseq/sorted_bam/483_sc_01_B6-1_366_211_S58_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/Progeny/RNAseq/sorted_bam/483_sc_01_B6-1_366_211_S58_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=483_sc_01_B6-1_366_211_S58_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Sep 27 11:23:53 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	598098	14395702	4634465	0	404562	2644173	129731	0.193705	35559877

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.007378	10131413	0	10212976
2.0	1.67939	1208127	122201	1154636
3.0	2.127682	248504	3416	229123
4.0	2.426734	74292	181	68890
5.0	2.626228	31140	27	29527
6.0	2.759309	16582	7	15868
7.0	2.848086	10073	2	9835
8.0	2.907308	6664	0	6482
9.0	2.946815	4733	0	4573
10.0	2.973169	3364	0	3293
11.0	2.99075	2575	0	2546
12.0	3.002478	2029	0	1987
13.0	3.010302	1645	0	1630
14.0	3.015521	1345	0	1289
15.0	3.019002	1099	0	1086
16.0	3.021325	916	0	894
17.0	3.022874	774	0	776
18.0	3.023908	615	0	593
19.0	3.024597	547	0	540
20.0	3.025057	468	0	455
21.0	3.025364	433	0	430
22.0	3.025569	364	0	356
23.0	3.025705	299	0	290
24.0	3.025796	259	0	264
25.0	3.025857	284	0	263
26.0	3.025898	207	0	194
27.0	3.025925	180	0	202
28.0	3.025943	185	0	170
29.0	3.025955	152	0	154
30.0	3.025963	144	0	129
31.0	3.025968	127	0	125
32.0	3.025972	124	0	130
33.0	3.025974	112	0	110
34.0	3.025976	121	0	122
35.0	3.025977	110	0	99
36.0	3.025977	82	0	80
37.0	3.025978	68	0	73
38.0	3.025978	79	0	65
39.0	3.025978	67	0	65
40.0	3.025978	53	0	52
41.0	3.025979	59	0	68
42.0	3.025979	46	0	47
43.0	3.025979	56	0	48
44.0	3.025979	50	0	49
45.0	3.025979	35	0	38
46.0	3.025979	39	0	44
47.0	3.025979	44	0	39
48.0	3.025979	34	0	28
49.0	3.025979	28	0	31
50.0	3.025979	40	0	31
51.0	3.025979	19	0	26
52.0	3.025979	20	0	22
53.0	3.025979	33	0	28
54.0	3.025979	21	0	23
55.0	3.025979	25	0	20
56.0	3.025979	20	0	28
57.0	3.025979	26	0	24
58.0	3.025979	24	0	21
59.0	3.025979	24	0	25
60.0	3.025979	21	0	20
61.0	3.025979	20	0	20
62.0	3.025979	17	0	15
63.0	3.025979	17	0	15
64.0	3.025979	9	0	12
65.0	3.025979	15	0	15
66.0	3.025979	15	0	14
67.0	3.025979	16	0	20
68.0	3.025979	11	0	11
69.0	3.025979	16	0	6
70.0	3.025979	4	0	3
71.0	3.025979	8	0	14
72.0	3.025979	9	0	9
73.0	3.025979	7	0	5
