## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-6-21_250_327_S22_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-6-21_250_327_S22_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=244-1-chu-02-B7-6-6-21_250_327_S22_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 22 15:38:53 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	396673	14776592	5404283	0	308381	4058811	159389	0.281337	22269998

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.007687	8459729	0	8547442
2.0	1.526681	1592692	150791	1542547
3.0	1.793981	392450	3784	368579
4.0	1.93165	123250	223	115158
5.0	2.002554	51487	43	48706
6.0	2.039073	26857	13	25759
7.0	2.057881	16497	6	15999
8.0	2.067568	11167	7	10856
9.0	2.072557	7699	0	7481
10.0	2.075126	5639	1	5593
11.0	2.07645	4371	3	4244
12.0	2.077131	3458	0	3410
13.0	2.077482	2851	0	2775
14.0	2.077663	2280	0	2222
15.0	2.077756	1996	0	1968
16.0	2.077804	1583	0	1499
17.0	2.077829	1294	0	1267
18.0	2.077842	1126	0	1151
19.0	2.077848	1011	0	988
20.0	2.077852	879	0	831
21.0	2.077853	777	0	763
22.0	2.077854	670	0	678
23.0	2.077855	601	0	564
24.0	2.077855	494	0	518
25.0	2.077855	483	0	462
26.0	2.077855	417	0	426
27.0	2.077855	434	0	413
28.0	2.077855	390	0	369
29.0	2.077855	302	0	300
30.0	2.077855	255	0	262
31.0	2.077855	251	0	248
32.0	2.077855	238	0	226
33.0	2.077855	218	0	207
34.0	2.077855	200	0	209
35.0	2.077855	219	0	192
36.0	2.077855	174	0	183
37.0	2.077855	154	0	151
38.0	2.077855	140	0	136
39.0	2.077855	136	0	133
40.0	2.077855	130	0	133
41.0	2.077855	110	0	112
42.0	2.077855	133	0	118
43.0	2.077855	97	0	110
44.0	2.077855	103	0	96
45.0	2.077855	82	0	98
46.0	2.077855	108	0	92
47.0	2.077855	88	0	73
48.0	2.077855	77	0	73
49.0	2.077855	74	0	81
50.0	2.077855	58	0	57
51.0	2.077855	56	0	61
52.0	2.077855	83	0	80
53.0	2.077855	50	0	47
54.0	2.077855	51	0	52
55.0	2.077855	70	0	78
56.0	2.077855	60	0	48
57.0	2.077855	42	0	35
58.0	2.077855	37	0	41
59.0	2.077855	35	0	23
60.0	2.077855	33	0	48
61.0	2.077855	42	0	37
62.0	2.077855	47	0	40
63.0	2.077855	34	0	38
64.0	2.077855	31	0	34
65.0	2.077855	45	0	39
66.0	2.077855	28	0	29
67.0	2.077855	22	0	29
68.0	2.077855	37	0	33
69.0	2.077855	33	0	32
70.0	2.077855	25	0	32
71.0	2.077855	29	0	23
72.0	2.077855	25	0	22
73.0	2.077855	19	0	19
74.0	2.077855	28	0	29
75.0	2.077855	25	0	21
76.0	2.077855	24	0	26
77.0	2.077855	14	0	17
78.0	2.077855	22	0	16
79.0	2.077855	15	0	10
80.0	2.077855	14	0	17
81.0	2.077855	20	0	22
82.0	2.077855	13	0	10
83.0	2.077855	14	0	16
84.0	2.077855	18	0	25
85.0	2.077855	17	0	19
86.0	2.077855	22	0	13
87.0	2.077855	11	0	9
88.0	2.077855	15	0	17
89.0	2.077855	13	0	17
90.0	2.077855	13	0	16
91.0	2.077855	16	0	14
92.0	2.077855	17	0	17
93.0	2.077855	17	0	16
94.0	2.077855	17	0	15
95.0	2.077855	9	0	13
96.0	2.077855	17	0	11
97.0	2.077855	14	0	12
98.0	2.077855	8	0	10
99.0	2.077855	11	0	10
100.0	2.077855	7	0	6
101.0	0	8	0	7
102.0	0	7	0	14
103.0	0	12	0	12
104.0	0	12	0	10
105.0	0	8	0	5
106.0	0	8	0	7
107.0	0	10	0	7
108.0	0	5	0	10
109.0	0	6	0	3
110.0	0	11	0	8
111.0	0	5	0	7
112.0	0	3	0	3
113.0	0	6	0	7
114.0	0	7	0	5
115.0	0	3	0	3
116.0	0	3	0	4
117.0	0	10	0	8
118.0	0	0	0	1
119.0	0	4	0	2
120.0	0	4	0	4
121.0	0	6	0	6
122.0	0	4	0	11
