## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-15-21_214_363_S25_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-15-21_214_363_S25_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=244-1-chu-02-B7-6-15-21_214_363_S25_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 22 15:38:51 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	655636	20145039	5981406	0	478588	4280602	208962	0.220775	41906609

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.008165	13171219	0	13304487
2.0	1.631556	2017478	199902	1929149
3.0	2.017026	415871	4219	384312
4.0	2.255378	120463	156	112128
5.0	2.402761	49601	22	47112
6.0	2.493894	26540	4	25671
7.0	2.550246	16041	6	15502
8.0	2.585091	10458	0	10147
9.0	2.606636	7309	0	7171
10.0	2.619959	5295	0	5176
11.0	2.628197	4088	1	3965
12.0	2.633291	3006	0	2931
13.0	2.636441	2468	0	2393
14.0	2.638389	1932	0	1902
15.0	2.639593	1541	0	1468
16.0	2.640338	1267	0	1278
17.0	2.640798	1092	0	1059
18.0	2.641083	910	0	920
19.0	2.641259	801	0	765
20.0	2.641368	697	0	688
21.0	2.641435	615	0	605
22.0	2.641477	535	0	504
23.0	2.641502	417	0	399
24.0	2.641518	386	0	404
25.0	2.641528	363	0	347
26.0	2.641534	318	0	299
27.0	2.641538	292	0	295
28.0	2.64154	257	0	253
29.0	2.641542	223	0	222
30.0	2.641543	198	0	193
31.0	2.641543	201	0	202
32.0	2.641543	188	0	170
33.0	2.641544	166	0	164
34.0	2.641544	138	0	128
35.0	2.641544	124	0	126
36.0	2.641544	111	0	113
37.0	2.641544	93	0	95
38.0	2.641544	99	0	92
39.0	2.641544	78	0	80
40.0	2.641544	79	0	81
41.0	2.641544	80	0	69
42.0	2.641544	65	0	57
43.0	2.641544	51	0	61
44.0	2.641544	63	0	71
45.0	2.641544	69	0	49
46.0	2.641544	51	0	50
47.0	2.641544	42	0	50
48.0	2.641544	52	0	51
49.0	2.641544	47	0	46
50.0	2.641544	38	0	39
51.0	2.641544	43	0	41
52.0	2.641544	49	0	47
53.0	2.641544	38	0	31
54.0	2.641544	32	0	34
55.0	2.641544	28	0	34
56.0	2.641544	36	0	38
57.0	2.641544	29	0	22
58.0	2.641544	24	0	24
59.0	2.641544	21	0	26
60.0	2.641544	28	0	23
61.0	2.641544	18	0	15
62.0	2.641544	24	0	21
63.0	2.641544	14	0	15
64.0	2.641544	16	0	22
65.0	2.641544	18	0	19
66.0	2.641544	21	0	16
67.0	2.641544	13	0	12
68.0	2.641544	10	0	11
69.0	2.641544	11	0	11
70.0	2.641544	20	0	19
71.0	2.641544	18	0	15
72.0	2.641544	8	0	12
73.0	2.641544	16	0	15
74.0	2.641544	11	0	12
75.0	2.641544	11	0	14
76.0	2.641544	17	0	7
77.0	2.641544	6	0	4
78.0	2.641544	8	0	15
79.0	2.641544	10	0	7
80.0	2.641544	12	0	9
81.0	2.641544	4	0	5
82.0	2.641544	7	0	10
83.0	2.641544	12	0	8
84.0	2.641544	4	0	5
85.0	2.641544	8	0	11
86.0	2.641544	9	0	9
87.0	2.641544	8	0	6
88.0	2.641544	6	0	6
89.0	2.641544	4	0	7
90.0	2.641544	10	0	8
91.0	2.641544	7	0	3
92.0	2.641544	5	0	8
93.0	2.641544	6	0	3
94.0	2.641544	4	0	3
95.0	2.641544	4	0	4
96.0	2.641544	3	0	4
97.0	2.641544	2	0	6
98.0	2.641544	8	0	2
99.0	2.641544	3	0	3
100.0	2.641544	2	0	4
101.0	0	2	0	4
102.0	0	3	0	5
103.0	0	8	0	4
104.0	0	2	0	3
105.0	0	4	0	5
106.0	0	2	0	2
107.0	0	6	0	3
108.0	0	2	0	1
109.0	0	4	0	4
110.0	0	2	0	7
111.0	0	3	0	1
112.0	0	3	0	5
113.0	0	3	0	2
114.0	0	4	0	2
115.0	0	3	0	2
116.0	0	3	0	2
117.0	0	4	0	5
119.0	0	2	0	0
120.0	0	3	0	4
121.0	0	1	0	0
122.0	0	0	0	1
123.0	0	2	0	2
124.0	0	0	0	1
125.0	0	2	0	1
126.0	0	0	0	1
127.0	0	2	0	1
128.0	0	3	0	3
129.0	0	0	0	4
130.0	0	2	0	3
131.0	0	4	0	4
132.0	0	3	0	1
133.0	0	3	0	1
134.0	0	2	0	0
135.0	0	1	0	2
136.0	0	0	0	1
137.0	0	2	0	1
138.0	0	3	0	3
139.0	0	1	0	1
140.0	0	1	0	3
141.0	0	5	0	5
142.0	0	1	0	2
143.0	0	2	0	2
144.0	0	2	0	2
145.0	0	4	0	2
146.0	0	3	0	2
147.0	0	1	0	2
148.0	0	2	0	3
149.0	0	1	0	1
150.0	0	2	0	0
151.0	0	1	0	1
152.0	0	2	0	3
153.0	0	1	0	0
154.0	0	1	0	1
155.0	0	2	0	1
157.0	0	1	0	2
158.0	0	1	0	0
159.0	0	0	0	2
160.0	0	1	0	0
161.0	0	0	0	1
162.0	0	0	0	1
163.0	0	3	0	0
165.0	0	1	0	1
169.0	0	0	0	1
170.0	0	1	0	0
171.0	0	0	0	1
172.0	0	2	0	3
173.0	0	0	0	1
174.0	0	1	0	0
175.0	0	2	0	3
176.0	0	1	0	0
177.0	0	1	0	0
180.0	0	2	0	2
