## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-9-21_238_339_S23_L003_RNA_HISAT2_genome_aligned_sortedbycoord.bam] OUTPUT=/scratch/eknodel/SCC_samples/cell_lines/RNAseq/sorted_bam/244-1-chu-02-B7-6-9-21_238_339_S23_L003_RNA_HISAT2_genome_aligned_sortedbycoord_mkdup.bam METRICS_FILE=244-1-chu-02-B7-6-9-21_238_339_S23_L003.picard_mkdup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 22 15:38:51 MST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	524783	18543507	5305948	0	372834	3770694	206967	0.210419	40839949

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.00892	12328513	0	12463721
2.0	1.649633	1854924	197890	1763386
3.0	2.056517	367874	4263	336691
4.0	2.314909	104316	141	96529
5.0	2.479	43355	22	41033
6.0	2.583206	22319	5	21459
7.0	2.649382	13235	0	12755
8.0	2.691407	8777	1	8533
9.0	2.718095	6024	1	5877
10.0	2.735043	4368	0	4222
11.0	2.745806	3340	0	3248
12.0	2.752641	2412	0	2315
13.0	2.756981	2028	0	2002
14.0	2.759738	1524	0	1481
15.0	2.761488	1299	0	1285
16.0	2.7626	1047	0	1026
17.0	2.763306	890	0	833
18.0	2.763754	707	0	687
19.0	2.764039	594	0	580
20.0	2.76422	566	0	578
21.0	2.764335	470	0	466
22.0	2.764407	404	0	376
23.0	2.764454	328	0	309
24.0	2.764483	300	0	305
25.0	2.764502	259	0	244
26.0	2.764514	213	0	206
27.0	2.764521	213	0	217
28.0	2.764526	191	0	191
29.0	2.764529	164	0	145
30.0	2.764531	139	0	147
31.0	2.764532	161	0	150
32.0	2.764533	126	0	122
33.0	2.764533	117	0	118
34.0	2.764534	115	0	108
35.0	2.764534	90	0	87
36.0	2.764534	69	0	74
37.0	2.764534	83	0	83
38.0	2.764534	79	0	63
39.0	2.764534	61	0	58
40.0	2.764534	48	0	56
41.0	2.764534	64	0	61
42.0	2.764534	43	0	48
43.0	2.764534	44	0	36
44.0	2.764534	49	0	49
45.0	2.764534	41	0	44
46.0	2.764534	39	0	43
47.0	2.764534	43	0	49
48.0	2.764534	51	0	39
49.0	2.764534	34	0	26
50.0	2.764534	27	0	36
51.0	2.764534	26	0	30
52.0	2.764534	32	0	24
53.0	2.764534	24	0	20
54.0	2.764534	21	0	26
55.0	2.764534	22	0	22
56.0	2.764534	31	0	27
57.0	2.764534	19	0	21
58.0	2.764534	19	0	16
59.0	2.764534	20	0	23
60.0	2.764534	21	0	19
61.0	2.764534	20	0	18
62.0	2.764534	19	0	17
63.0	2.764534	18	0	13
64.0	2.764534	14	0	16
65.0	2.764534	6	0	9
66.0	2.764534	11	0	6
67.0	2.764534	8	0	8
68.0	2.764534	10	0	14
69.0	2.764534	10	0	10
70.0	2.764534	10	0	9
71.0	2.764534	8	0	7
72.0	2.764534	7	0	11
73.0	2.764534	11	0	4
74.0	2.764534	4	0	5
75.0	2.764534	3	0	4
76.0	2.764534	6	0	6
77.0	2.764534	6	0	7
78.0	2.764534	4	0	6
79.0	2.764534	8	0	6
80.0	2.764534	5	0	5
81.0	2.764534	7	0	7
82.0	2.764534	8	0	9
83.0	2.764534	7	0	2
84.0	2.764534	1	0	7
85.0	2.764534	11	0	8
86.0	2.764534	2	0	3
87.0	2.764534	6	0	4
88.0	2.764534	5	0	3
89.0	2.764534	5	0	4
90.0	2.764534	2	0	5
91.0	2.764534	3	0	4
92.0	2.764534	5	0	5
93.0	2.764534	2	0	2
94.0	2.764534	4	0	2
95.0	2.764534	2	0	7
96.0	2.764534	5	0	2
97.0	2.764534	5	0	5
98.0	2.764534	3	0	4
99.0	2.764534	8	0	4
100.0	2.764534	2	0	3
101.0	0	3	0	1
102.0	0	0	0	4
103.0	0	3	0	3
104.0	0	7	0	2
105.0	0	1	0	2
106.0	0	1	0	2
107.0	0	2	0	2
108.0	0	3	0	2
110.0	0	1	0	1
111.0	0	2	0	3
112.0	0	3	0	1
113.0	0	1	0	2
114.0	0	0	0	1
115.0	0	2	0	4
116.0	0	1	0	1
117.0	0	3	0	2
118.0	0	2	0	1
119.0	0	1	0	0
120.0	0	0	0	1
121.0	0	3	0	3
122.0	0	1	0	1
123.0	0	2	0	3
124.0	0	4	0	2
125.0	0	1	0	0
126.0	0	1	0	1
127.0	0	1	0	2
129.0	0	1	0	3
130.0	0	2	0	2
131.0	0	3	0	2
